cidade,estado,latitude,longitude,timestamp,temperatura_max,temperatura_min,prob_chuva_max,prob_chuva_media,prob_chuva_min,quantidade_chuva,sensacao_termica_max,sensacao_termica_min,velocidade_vento_max,direcao_vento,duracao_sol,uv_max
Campo do Tenente,Paraná,-25.9814143,-49.684518,2025-05-10,22.0,13.4,100,25,0,9.2,22.5,13.8,9.8,191,28800.0,5.6
Campo do Tenente,Paraná,-25.9814143,-49.684518,2025-05-11,21.1,11.4,8,1,0,0.0,20.0,11.4,14.6,101,35325.73,5.55
Campo do Tenente,Paraná,-25.9814143,-49.684518,2025-05-12,18.3,11.9,3,0,0,0.0,17.6,11.5,14.4,99,5967.83,3.85
Campo Largo,Paraná,-25.4597726,-49.5270851,2025-05-10,20.2,15.6,98,35,0,7.6,20.7,15.5,10.1,164,23739.42,5.65
Campo Largo,Paraná,-25.4597726,-49.5270851,2025-05-11,18.4,10.5,3,0,0,0.0,17.3,10.0,15.7,95,34118.25,5.65
Campo Largo,Paraná,-25.4597726,-49.5270851,2025-05-12,16.3,11.7,2,0,0,0.0,15.3,10.7,15.2,91,0.0,5.6
Campo Magro,Paraná,-25.3691533,-49.4496921,2025-05-10,20.4,16.2,98,40,0,8.8,21.4,16.6,8.8,156,25714.12,5.7
Campo Magro,Paraná,-25.3691533,-49.4496921,2025-05-11,18.2,10.9,0,0,0,0.0,17.6,10.3,13.4,102,31479.47,5.65
Campo Magro,Paraná,-25.3691533,-49.4496921,2025-05-12,16.8,12.2,2,0,0,0.0,16.0,10.9,13.4,100,1834.65,5.6
Campo Mourão,Paraná,-24.046329,-52.37802,2025-05-10,24.5,19.2,95,32,0,12.3,28.2,21.1,7.9,160,30900.89,5.5
Campo Mourão,Paraná,-24.046329,-52.37802,2025-05-11,23.1,14.1,5,0,0,0.1,23.5,13.4,15.1,127,36826.41,5.75
Campo Mourão,Paraná,-24.046329,-52.37802,2025-05-12,22.3,13.7,3,0,0,0.0,22.5,12.7,16.2,105,32627.12,5.65
Cândido de Abreu,Paraná,-24.5747463,-51.3432207,2025-05-10,23.6,17.7,98,41,0,14.3,24.4,17.4,16.8,135,24141.94,5.45
Cândido de Abreu,Paraná,-24.5747463,-51.3432207,2025-05-11,24.2,14.5,3,0,0,0.0,24.2,13.2,18.6,139,36027.44,5.6
Cândido de Abreu,Paraná,-24.5747463,-51.3432207,2025-05-12,23.3,14.1,5,2,0,0.0,22.9,13.0,16.5,120,31576.28,5.55
Candói,Paraná,-25.5711951,-52.051107,2025-05-10,22.3,12.6,93,12,0,3.8,22.8,11.3,15.1,160,36127.08,5.75
Candói,Paraná,-25.5711951,-52.051107,2025-05-11,21.2,8.4,0,0,0,0.0,19.8,5.9,17.2,100,36531.4,5.7
Candói,Paraná,-25.5711951,-52.051107,2025-05-12,21.1,11.1,0,0,0,0.0,20.6,8.8,24.3,76,34882.35,5.7
Cantagalo,Paraná,-25.3735238,-52.1238114,2025-05-10,22.9,14.2,90,15,0,9.2,23.1,13.9,14.2,179,35076.16,5.75
Cantagalo,Paraná,-25.3735238,-52.1238114,2025-05-11,22.1,9.9,0,0,0,0.0,21.6,8.1,12.1,109,36489.01,5.7
Cantagalo,Paraná,-25.3735238,-52.1238114,2025-05-12,22.2,11.5,5,1,0,0.0,22.6,10.5,13.9,68,34150.33,5.65
Capanema,Paraná,-25.6704878,-53.8083036,2025-05-10,23.9,14.8,0,0,0,0.0,24.3,15.3,11.0,172,35358.46,5.6
Capanema,Paraná,-25.6704878,-53.8083036,2025-05-11,22.8,10.6,0,0,0,0.0,22.4,9.7,11.0,123,36504.14,5.55
Capanema,Paraná,-25.6704878,-53.8083036,2025-05-12,23.7,12.4,0,0,0,0.0,25.0,12.1,14.0,99,35629.2,5.55
Capitão Leônidas Marques,Paraná,-25.481645,-53.611238,2025-05-10,24.2,16.2,5,0,0,0.0,24.9,16.7,12.3,164,35223.73,5.65
Capitão Leônidas Marques,Paraná,-25.481645,-53.611238,2025-05-11,22.6,11.9,0,0,0,0.0,22.4,11.1,10.3,113,36531.4,5.6
Capitão Leônidas Marques,Paraná,-25.481645,-53.611238,2025-05-12,23.9,14.3,3,0,0,0.0,25.6,14.1,11.2,97,36462.63,5.6
Carambeí,Paraná,-24.9513298,-50.1171293,2025-05-10,20.1,16.3,98,47,0,10.2,21.0,16.4,13.5,169,11859.14,5.55
Carambeí,Paraná,-24.9513298,-50.1171293,2025-05-11,18.2,11.7,3,0,0,0.0,16.9,10.6,15.9,100,35357.7,5.6
Carambeí,Paraná,-24.9513298,-50.1171293,2025-05-12,17.3,11.7,4,1,0,0.0,15.9,10.2,22.0,93,12582.95,5.55
Carlópolis,Paraná,-23.4285011,-49.7208814,2025-05-10,25.7,21.1,90,52,0,12.6,30.3,22.5,16.0,295,8826.43,2.25
Carlópolis,Paraná,-23.4285011,-49.7208814,2025-05-11,21.9,17.2,23,4,0,0.0,20.7,15.4,24.1,123,35516.98,5.9
Carlópolis,Paraná,-23.4285011,-49.7208814,2025-05-12,22.9,16.6,21,8,0,1.7,23.3,14.9,23.7,124,24033.86,5.7
Cascavel,Paraná,-24.9554996,-53.4560544,2025-05-10,21.4,14.3,68,6,0,0.3,20.7,12.8,17.8,170,36102.95,5.75
Cascavel,Paraná,-24.9554996,-53.4560544,2025-05-11,21.7,10.4,3,0,0,0.0,22.2,8.9,12.3,135,36639.69,5.7
Cascavel,Paraná,-24.9554996,-53.4560544,2025-05-12,21.9,12.9,3,0,0,0.0,22.2,12.3,16.9,62,36004.18,5.65
Castro,Paraná,-24.794072,-49.9972914,2025-05-10,20.1,16.8,95,43,0,8.1,21.7,17.3,10.5,161,5499.03,4.65
Castro,Paraná,-24.794072,-49.9972914,2025-05-11,18.7,12.0,3,0,0,0.0,17.5,11.4,15.5,102,35385.03,5.6
Castro,Paraná,-24.794072,-49.9972914,2025-05-12,17.8,11.9,3,1,0,0.0,16.6,11.0,19.9,93,11092.51,5.55
Catanduvas,Paraná,-25.2043528,-53.154826,2025-05-10,22.4,14.6,53,3,0,0.5,22.1,13.8,14.4,172,35205.26,5.75
Catanduvas,Paraná,-25.2043528,-53.154826,2025-05-11,21.5,11.8,0,0,0,0.0,21.5,10.5,9.5,133,36585.69,5.7
Catanduvas,Paraná,-25.2043528,-53.154826,2025-05-12,23.1,12.1,0,0,0,0.1,23.8,11.6,11.0,54,35170.94,5.7
Centenário do Sul,Paraná,-22.821497,-51.5951456,2025-05-10,24.3,19.7,90,49,0,8.7,27.5,22.0,9.7,266,15354.03,5.3
Centenário do Sul,Paraná,-22.821497,-51.5951456,2025-05-11,24.0,16.9,3,2,0,0.0,24.1,14.7,20.5,109,36041.37,5.6
Centenário do Sul,Paraná,-22.821497,-51.5951456,2025-05-12,24.0,15.9,8,4,0,0.0,24.2,13.6,23.9,103,36372.73,5.8
Cerro Azul,Paraná,-24.8245108,-49.2615181,2025-05-10,23.3,19.2,100,62,3,11.3,27.4,20.8,6.8,144,4389.16,1.3
Cerro Azul,Paraná,-24.8245108,-49.2615181,2025-05-11,22.3,16.0,3,0,0,0.0,22.2,16.7,11.6,95,30668.96,5.4
Cerro Azul,Paraná,-24.8245108,-49.2615181,2025-05-12,21.0,14.7,3,1,0,0.0,22.7,15.5,5.4,88,7719.27,4.65
Céu Azul,Paraná,-25.1484973,-53.8494214,2025-05-10,21.4,15.1,15,1,0,0.0,21.2,14.4,16.1,163,35276.93,5.75
Céu Azul,Paraná,-25.1484973,-53.8494214,2025-05-11,21.1,12.2,0,0,0,0.0,21.7,10.5,11.0,130,36612.72,5.7
Céu Azul,Paraná,-25.1484973,-53.8494214,2025-05-12,22.7,14.0,0,0,0,0.2,24.0,13.1,10.5,63,34728.29,5.7
Chopinzinho,Paraná,-25.8566167,-52.5294107,2025-05-10,22.6,14.1,43,3,0,0.3,22.2,12.7,14.4,162,36520.23,5.7
Chopinzinho,Paraná,-25.8566167,-52.5294107,2025-05-11,21.5,9.2,0,0,0,0.0,20.7,7.2,10.7,115,36449.41,5.6
Chopinzinho,Paraná,-25.8566167,-52.5294107,2025-05-12,22.7,12.9,3,0,0,0.1,23.1,11.3,18.6,72,34672.93,5.6
Cianorte,Paraná,-23.662036,-52.6103989,2025-05-10,24.4,18.5,90,38,0,2.8,27.4,19.9,12.6,209,29816.93,4.9
Cianorte,Paraná,-23.662036,-52.6103989,2025-05-11,23.2,15.6,5,1,0,0.0,23.9,14.9,17.9,116,36905.39,5.75
Cianorte,Paraná,-23.662036,-52.6103989,2025-05-12,22.4,14.2,3,0,0,0.0,22.3,13.0,19.5,93,34815.56,5.7
Cidade Gaúcha,Paraná,-23.3816558,-52.9444098,2025-05-10,25.1,19.6,93,19,0,7.4,26.7,20.7,15.5,242,33493.91,5.45
Cidade Gaúcha,Paraná,-23.3816558,-52.9444098,2025-05-11,24.7,16.6,0,0,0,0.0,25.7,17.0,13.7,125,36983.77,5.8
Cidade Gaúcha,Paraná,-23.3816558,-52.9444098,2025-05-12,24.1,15.3,3,0,0,0.0,24.7,15.3,15.9,91,34986.86,5.75
Clevelândia,Paraná,-26.404065,-52.3513972,2025-05-10,19.9,10.2,5,0,0,0.0,18.7,8.9,15.5,163,36411.43,5.65
Clevelândia,Paraná,-26.404065,-52.3513972,2025-05-11,20.5,7.2,0,0,0,0.0,19.7,5.0,11.3,116,36339.01,5.6
Clevelândia,Paraná,-26.404065,-52.3513972,2025-05-12,20.6,10.4,0,0,0,0.0,19.9,8.0,19.5,59,34779.1,5.55
Colombo,Paraná,-25.2925439,-49.2243472,2025-05-10,19.7,14.1,95,45,0,7.4,20.5,13.6,10.5,138,15508.56,4.2
Colombo,Paraná,-25.2925439,-49.2243472,2025-05-11,16.0,11.5,3,0,0,0.0,15.1,10.4,13.8,99,19291.89,5.65
Colombo,Paraná,-25.2925439,-49.2243472,2025-05-12,14.9,11.4,2,0,0,0.0,14.0,10.2,14.0,98,0.0,5.65
Colorado,Paraná,-22.8385097,-51.9730135,2025-05-10,25.0,19.4,93,52,3,9.1,28.3,22.3,10.5,273,23924.2,1.75
Colorado,Paraná,-22.8385097,-51.9730135,2025-05-11,24.6,17.6,3,1,0,0.0,24.9,16.8,17.6,107,35580.21,5.85
Colorado,Paraná,-22.8385097,-51.9730135,2025-05-12,24.8,15.9,5,2,0,0.0,25.0,15.0,19.5,98,34512.35,5.8
Congonhinhas,Paraná,-23.5497241,-50.5520182,2025-05-10,22.4,18.1,98,60,0,15.3,24.5,19.3,9.9,262,3460.17,3.9
Congonhinhas,Paraná,-23.5497241,-50.5520182,2025-05-11,20.7,15.1,3,1,0,0.0,20.4,14.3,15.4,104,35419.07,5.75
Congonhinhas,Paraná,-23.5497241,-50.5520182,2025-05-12,18.9,13.9,9,3,0,1.1,19.5,13.3,15.2,103,21782.14,5.65
Conselheiro Mairinck,Paraná,-23.6229983,-50.1706779,2025-05-10,25.0,19.8,90,51,10,17.1,28.6,21.8,11.8,266,3680.61,4.15
Conselheiro Mairinck,Paraná,-23.6229983,-50.1706779,2025-05-11,23.0,16.0,8,2,0,0.0,22.7,16.2,18.4,116,34796.61,5.65
Conselheiro Mairinck,Paraná,-23.6229983,-50.1706779,2025-05-12,23.0,15.0,17,6,0,0.3,23.3,14.9,18.2,124,17666.07,5.6
Contenda,Paraná,-25.678811,-49.535044,2025-05-10,21.2,15.2,100,28,0,9.2,21.6,16.3,9.8,181,26303.04,5.65
Contenda,Paraná,-25.678811,-49.535044,2025-05-11,19.7,11.9,3,0,0,0.5,18.8,11.2,15.9,92,35087.77,5.65
Contenda,Paraná,-25.678811,-49.535044,2025-05-12,17.2,12.2,3,0,0,0.0,16.3,11.3,16.3,88,521.01,5.05
Corbélia,Paraná,-24.7951117,-53.2961804,2025-05-10,22.9,15.0,73,7,0,0.4,23.1,13.7,16.3,177,36734.26,5.7
Corbélia,Paraná,-24.7951117,-53.2961804,2025-05-11,22.3,11.4,0,0,0,0.0,22.7,10.1,12.6,140,36666.57,5.65
Corbélia,Paraná,-24.7951117,-53.2961804,2025-05-12,22.4,12.4,3,0,0,0.0,23.0,11.8,14.8,80,35940.59,5.6
Cornélio Procópio,Paraná,-23.1825218,-50.6499263,2025-05-10,23.6,18.9,95,63,3,13.5,26.6,21.0,11.4,271,4427.9,2.65
Cornélio Procópio,Paraná,-23.1825218,-50.6499263,2025-05-11,22.0,15.3,3,0,0,0.0,21.4,13.5,19.3,115,34483.46,5.6
Cornélio Procópio,Paraná,-23.1825218,-50.6499263,2025-05-12,22.3,14.6,9,3,0,0.2,22.0,12.6,22.6,113,24591.18,5.7
Coronel Domingos Soares,Paraná,-26.22394,-52.0314509,2025-05-10,20.1,9.7,28,2,0,0.0,19.6,8.5,12.6,150,36438.74,5.7
Coronel Domingos Soares,Paraná,-26.22394,-52.0314509,2025-05-11,19.6,6.5,0,0,0,0.0,18.2,3.9,14.1,93,36366.73,5.65
Coronel Domingos Soares,Paraná,-26.22394,-52.0314509,2025-05-12,18.9,9.9,0,0,0,0.0,17.7,7.7,20.6,66,35003.26,5.6
Coronel Vivida,Paraná,-25.9803771,-52.5654277,2025-05-10,22.5,13.6,43,3,0,0.0,21.4,12.1,15.5,159,36493.14,5.65
Coronel Vivida,Paraná,-25.9803771,-52.5654277,2025-05-11,21.7,8.9,0,0,0,0.0,20.8,6.8,9.8,118,36421.92,5.6
Coronel Vivida,Paraná,-25.9803771,-52.5654277,2025-05-12,22.8,13.1,3,0,0,0.0,23.0,11.4,17.5,74,34744.76,5.6
Corumbataí do Sul,Paraná,-24.100956,-52.11766,2025-05-10,24.7,20.0,98,42,3,15.1,28.5,22.9,7.9,138,30942.72,5.45
Corumbataí do Sul,Paraná,-24.100956,-52.11766,2025-05-11,24.1,14.8,3,0,0,0.2,24.6,14.6,13.4,135,36826.41,5.65
Corumbataí do Sul,Paraná,-24.100956,-52.11766,2025-05-12,23.0,13.8,3,1,0,0.0,24.2,13.6,14.2,106,30114.1,5.6
Cruz Machado,Paraná,-26.0184626,-51.3503171,2025-05-10,21.6,10.4,93,10,0,0.5,21.9,9.7,8.2,151,35382.26,5.6
Cruz Machado,Paraná,-26.0184626,-51.3503171,2025-05-11,20.1,5.6,0,0,0,0.0,18.1,4.1,12.7,107,36421.92,5.6
Cruz Machado,Paraná,-26.0184626,-51.3503171,2025-05-12,20.2,11.9,0,0,0,0.0,19.5,11.0,14.5,95,27264.39,5.55
Cruzeiro do Iguaçu,Paraná,-25.6142278,-53.1299075,2025-05-10,23.5,15.3,25,1,0,0.0,23.6,14.4,15.3,152,36574.18,5.65
Cruzeiro do Iguaçu,Paraná,-25.6142278,-53.1299075,2025-05-11,22.3,11.1,0,0,0,0.0,21.7,9.6,11.6,135,36504.15,5.6
Cruzeiro do Iguaçu,Paraná,-25.6142278,-53.1299075,2025-05-12,23.6,13.9,3,0,0,0.0,24.9,13.1,16.6,103,35382.25,5.55
Cruzeiro do Oeste,Paraná,-23.7839582,-53.0709425,2025-05-10,24.9,18.6,95,19,0,4.0,26.5,19.4,14.3,226,31520.4,5.75
Cruzeiro do Oeste,Paraná,-23.7839582,-53.0709425,2025-05-11,24.5,15.0,0,0,0,0.0,25.6,15.5,12.3,121,36905.39,5.75
Cruzeiro do Oeste,Paraná,-23.7839582,-53.0709425,2025-05-12,23.5,15.2,3,1,0,0.0,24.3,15.0,15.6,79,34921.26,5.7
Cruzeiro do Sul,Paraná,-22.9623678,-52.1625688,2025-05-10,24.2,19.1,88,40,0,9.1,27.4,21.5,9.5,260,25094.88,4.6
Cruzeiro do Sul,Paraná,-22.9623678,-52.1625688,2025-05-11,24.3,16.8,0,0,0,0.0,24.8,17.1,15.5,110,36036.77,5.85
Cruzeiro do Sul,Paraná,-22.9623678,-52.1625688,2025-05-12,23.9,15.3,8,3,0,0.0,24.5,14.7,17.7,99,34002.63,5.8
Cruzmaltina,Paraná,-23.9930826,-51.4435583,2025-05-10,21.4,17.9,98,42,0,24.4,24.5,18.3,13.3,116,16061.36,5.2
Cruzmaltina,Paraná,-23.9930826,-51.4435583,2025-05-11,23.1,16.0,5,1,0,0.0,24.0,15.6,17.0,113,36304.04,5.7
Cruzmaltina,Paraná,-23.9930826,-51.4435583,2025-05-12,22.3,14.0,5,1,0,0.0,22.1,12.8,16.3,99,33635.14,5.6
Curitiba,Paraná,-25.4295963,-49.2712724,2025-05-10,20.3,14.7,95,34,0,7.4,21.4,14.4,10.5,138,15543.9,4.9
Curitiba,Paraná,-25.4295963,-49.2712724,2025-05-11,16.6,12.1,0,0,0,0.0,15.8,11.2,13.8,99,19305.22,5.7
Curitiba,Paraná,-25.4295963,-49.2712724,2025-05-12,15.5,12.0,3,1,0,0.0,14.9,11.0,14.0,98,0.0,5.65
Curiúva,Paraná,-24.0383013,-50.455484,2025-05-10,20.5,16.1,98,60,0,16.5,23.9,17.3,9.9,180,1918.13,1.15
Curiúva,Paraná,-24.0383013,-50.455484,2025-05-11,21.8,13.9,13,3,0,0.0,21.8,13.7,13.7,85,35422.3,5.65
Curiúva,Paraná,-24.0383013,-50.455484,2025-05-12,20.0,10.3,8,2,0,0.0,19.3,9.7,19.6,73,29522.73,5.55
Diamante do Norte,Paraná,-22.6565442,-52.8589113,2025-05-10,24.9,19.8,95,30,0,8.8,27.3,21.9,15.3,246,28619.36,5.1
Diamante do Norte,Paraná,-22.6565442,-52.8589113,2025-05-11,25.1,17.3,0,0,0,0.0,26.0,18.9,15.7,117,34538.38,5.9
Diamante do Norte,Paraná,-22.6565442,-52.8589113,2025-05-12,24.6,17.0,3,1,0,0.0,25.7,16.2,16.1,99,34751.16,5.75
Diamante do Sul,Paraná,-25.0436147,-52.6800923,2025-05-10,25.7,16.6,93,14,0,2.2,26.1,16.5,13.4,183,34690.0,5.75
Diamante do Sul,Paraná,-25.0436147,-52.6800923,2025-05-11,24.2,12.4,0,0,0,0.0,25.3,11.2,10.8,145,35718.93,5.7
Diamante do Sul,Paraná,-25.0436147,-52.6800923,2025-05-12,24.9,13.2,0,0,0,0.0,25.9,12.7,9.8,95,34832.09,5.65
Diamante d'Oeste,Paraná,-24.9446989,-54.1028594,2025-05-10,22.4,14.8,8,1,0,0.0,22.7,14.7,16.4,168,35698.24,5.75
Diamante d'Oeste,Paraná,-24.9446989,-54.1028594,2025-05-11,23.0,13.1,0,0,0,0.0,24.4,11.6,10.7,136,36639.69,5.7
Diamante d'Oeste,Paraná,-24.9446989,-54.1028594,2025-05-12,23.4,12.8,0,0,0,0.0,24.9,12.2,13.7,77,34571.5,5.65
Dois Vizinhos,Paraná,-25.7464681,-53.0554369,2025-05-10,23.7,15.0,23,1,0,0.0,23.4,14.0,14.0,161,36547.23,5.65
Dois Vizinhos,Paraná,-25.7464681,-53.0554369,2025-05-11,22.6,9.1,0,0,0,0.0,21.9,7.8,10.0,147,36476.81,5.6
Dois Vizinhos,Paraná,-25.7464681,-53.0554369,2025-05-12,24.0,12.4,3,0,0,0.2,25.2,11.6,15.1,104,34784.9,5.6
Douradina,Paraná,-23.3847331,-53.2932989,2025-05-10,24.5,18.3,90,18,0,6.0,26.0,19.1,13.0,228,33196.88,5.35
Douradina,Paraná,-23.3847331,-53.2932989,2025-05-11,24.4,15.3,3,0,0,0.0,25.7,15.8,11.6,127,36957.71,5.8
Douradina,Paraná,-23.3847331,-53.2932989,2025-05-12,23.3,15.0,3,0,0,0.0,24.4,15.4,14.9,85,35532.82,5.75
Doutor Camargo,Paraná,-23.5575611,-52.2185546,2025-05-10,25.8,20.3,93,46,3,7.8,29.3,23.0,9.8,184,26270.01,5.15
Doutor Camargo,Paraná,-23.5575611,-52.2185546,2025-05-11,25.3,16.5,3,0,0,0.0,26.4,17.0,12.2,118,36456.61,5.7
Doutor Camargo,Paraná,-23.5575611,-52.2185546,2025-05-12,24.5,14.6,3,1,0,0.0,25.0,14.8,13.0,102,31426.35,5.65
Doutor Ulysses,Paraná,-24.5661713,-49.4203013,2025-05-10,20.8,16.6,100,69,8,25.3,22.4,17.3,8.3,194,2028.16,0.65
Doutor Ulysses,Paraná,-24.5661713,-49.4203013,2025-05-11,17.5,13.3,5,0,0,0.0,17.0,13.2,11.6,107,34611.87,5.75
Doutor Ulysses,Paraná,-24.5661713,-49.4203013,2025-05-12,16.5,12.8,8,3,0,0.0,17.4,12.8,9.8,105,6524.93,4.55
Enéas Marques,Paraná,-25.9435584,-53.1637539,2025-05-10,22.3,13.0,0,0,0,0.0,21.4,12.5,14.7,161,36045.68,5.65
Enéas Marques,Paraná,-25.9435584,-53.1637539,2025-05-11,21.8,9.9,0,0,0,0.0,21.1,8.4,11.9,148,36421.92,5.6
Enéas Marques,Paraná,-25.9435584,-53.1637539,2025-05-12,22.5,11.4,5,1,0,0.0,23.3,10.9,12.4,100,36201.32,5.6
Engenheiro Beltrão,Paraná,-23.7996003,-52.2592684,2025-05-10,24.8,19.6,90,38,0,15.6,28.9,22.5,11.0,152,30041.76,5.4
Engenheiro Beltrão,Paraná,-23.7996003,-52.2592684,2025-05-11,24.2,15.7,5,1,0,0.0,25.3,15.6,15.6,135,36879.14,5.7
Engenheiro Beltrão,Paraná,-23.7996003,-52.2592684,2025-05-12,23.6,14.6,3,0,0,0.0,24.7,14.1,14.9,118,32745.97,5.65
Entre Rios do Oeste,Paraná,-24.7002098,-54.2448233,2025-05-10,23.7,16.5,5,0,0,0.0,24.3,17.4,14.4,189,35406.47,5.65
Entre Rios do Oeste,Paraná,-24.7002098,-54.2448233,2025-05-11,24.3,12.2,0,0,0,0.0,26.6,11.5,5.8,166,36693.4,5.6
Entre Rios do Oeste,Paraná,-24.7002098,-54.2448233,2025-05-12,24.3,12.9,0,0,0,0.0,26.3,12.8,10.4,69,34927.51,5.55
Esperança Nova,Paraná,-23.7246134,-53.8105174,2025-05-10,23.6,17.5,90,12,0,2.5,25.5,18.3,12.0,219,26194.25,5.8
Esperança Nova,Paraná,-23.7246134,-53.8105174,2025-05-11,24.3,14.6,0,0,0,0.0,26.2,14.6,9.9,141,36905.39,5.75
Esperança Nova,Paraná,-23.7246134,-53.8105174,2025-05-12,23.7,15.8,3,0,0,0.0,25.0,16.2,12.5,79,35954.81,5.7
Espigão Alto do Iguaçu,Paraná,-25.4223729,-52.8376411,2025-05-10,23.0,13.9,73,7,0,1.0,23.0,13.3,12.6,176,36532.49,5.7
Espigão Alto do Iguaçu,Paraná,-25.4223729,-52.8376411,2025-05-11,22.0,10.8,3,0,0,0.0,21.5,9.6,11.4,125,36558.59,5.6
Espigão Alto do Iguaçu,Paraná,-25.4223729,-52.8376411,2025-05-12,23.7,11.6,3,0,0,0.3,24.9,11.0,12.1,78,34975.25,5.6
Farol,Paraná,-24.0935055,-52.6232183,2025-05-10,25.0,18.8,95,32,0,2.7,27.6,19.7,14.4,205,29168.04,5.7
Farol,Paraná,-24.0935055,-52.6232183,2025-05-11,24.2,15.6,5,0,0,0.0,25.2,15.1,17.3,108,36826.41,5.75
Farol,Paraná,-24.0935055,-52.6232183,2025-05-12,23.5,14.7,3,0,0,0.0,23.2,13.3,20.0,86,34775.62,5.65
Faxinal,Paraná,-24.001212,-51.3222727,2025-05-10,20.6,17.3,98,57,0,16.5,23.7,17.1,10.8,135,12891.54,5.05
Faxinal,Paraná,-24.001212,-51.3222727,2025-05-11,21.6,15.4,5,0,0,0.0,21.9,14.1,14.3,98,36123.93,5.75
Faxinal,Paraná,-24.001212,-51.3222727,2025-05-12,20.7,13.6,3,1,0,0.0,19.6,12.1,20.8,82,33668.62,5.65
Fazenda Rio Grande,Paraná,-25.645841,-49.3126653,2025-05-10,21.1,15.7,95,31,0,9.7,21.4,16.1,10.1,170,24531.29,5.65
Fazenda Rio Grande,Paraná,-25.645841,-49.3126653,2025-05-11,19.2,10.4,3,0,0,0.0,18.1,9.9,15.5,93,35426.73,5.65
Fazenda Rio Grande,Paraná,-25.645841,-49.3126653,2025-05-12,16.6,12.0,3,1,0,0.0,15.8,11.4,14.9,93,624.92,5.6
Fênix,Paraná,-23.9169495,-51.9801443,2025-05-10,25.5,20.0,98,44,3,20.4,29.3,22.8,11.2,130,28087.97,5.35
Fênix,Paraná,-23.9169495,-51.9801443,2025-05-11,25.3,15.3,3,0,0,0.0,26.4,15.7,14.3,132,36339.89,5.65
Fênix,Paraná,-23.9169495,-51.9801443,2025-05-12,24.6,14.5,3,0,0,0.0,25.6,14.4,14.2,119,30054.62,5.6
Fernandes Pinheiro,Paraná,-25.4148066,-50.5489837,2025-05-10,21.2,14.1,98,27,0,8.9,22.7,13.8,11.1,165,27985.59,5.6
Fernandes Pinheiro,Paraná,-25.4148066,-50.5489837,2025-05-11,22.2,11.9,5,0,0,0.0,21.5,11.4,13.0,113,35105.79,5.7
Fernandes Pinheiro,Paraná,-25.4148066,-50.5489837,2025-05-12,19.9,11.9,3,0,0,0.0,19.9,11.4,14.8,95,17442.75,5.65
Figueira,Paraná,-23.8481018,-50.4059875,2025-05-10,23.1,17.2,98,44,3,13.4,27.4,18.9,8.5,170,1745.79,1.35
Figueira,Paraná,-23.8481018,-50.4059875,2025-05-11,22.7,15.2,8,2,0,0.0,22.4,15.5,14.0,102,35373.66,5.7
Figueira,Paraná,-23.8481018,-50.4059875,2025-05-12,20.5,12.3,8,3,0,0.5,21.2,12.3,19.2,99,20840.11,5.6
Flor da Serra do Sul,Paraná,-26.2589553,-53.308432,2025-05-10,19.1,12.3,0,0,0,0.0,17.9,10.9,15.3,163,35312.89,5.6
Flor da Serra do Sul,Paraná,-26.2589553,-53.308432,2025-05-11,18.6,9.4,0,0,0,0.0,17.4,7.6,13.9,138,36339.01,5.6
Flor da Serra do Sul,Paraná,-26.2589553,-53.308432,2025-05-12,20.1,10.4,3,0,0,0.0,20.3,8.9,13.7,49,35543.8,5.55
Floraí,Paraná,-23.3206134,-52.3009856,2025-05-10,24.0,19.2,93,43,0,8.9,27.3,21.5,10.0,240,25788.77,4.3
Floraí,Paraná,-23.3206134,-52.3009856,2025-05-11,24.2,16.4,0,0,0,0.0,24.8,16.7,16.3,107,36470.64,5.75
Floraí,Paraná,-23.3206134,-52.3009856,2025-05-12,23.2,14.6,3,2,0,0.0,23.2,14.2,16.2,91,31002.63,5.7
Floresta,Paraná,-23.6144046,-52.0819003,2025-05-10,25.3,19.7,93,46,3,14.1,29.4,22.6,10.9,151,28968.05,4.8
Floresta,Paraná,-23.6144046,-52.0819003,2025-05-11,25.1,15.9,3,0,0,0.0,26.1,16.2,13.0,133,36835.94,5.7
Floresta,Paraná,-23.6144046,-52.0819003,2025-05-12,24.6,14.4,3,1,0,0.0,25.3,14.6,12.6,113,30005.53,5.35
Florestópolis,Paraná,-22.8663942,-51.3905121,2025-05-10,24.3,19.3,95,53,0,7.6,27.6,21.7,10.6,275,14233.16,4.05
Florestópolis,Paraná,-22.8663942,-51.3905121,2025-05-11,23.5,16.2,3,1,0,0.0,23.6,14.4,18.2,112,36098.94,5.6
Florestópolis,Paraná,-22.8663942,-51.3905121,2025-05-12,23.4,15.2,8,4,0,0.0,23.4,14.0,20.5,108,34759.08,5.8
Flórida,Paraná,-23.0861312,-51.9540843,2025-05-10,24.5,19.0,93,52,3,9.1,27.9,21.4,10.2,269,21782.37,4.65
Flórida,Paraná,-23.0861312,-51.9540843,2025-05-11,24.8,16.3,3,1,0,0.0,25.3,16.9,16.9,107,35929.24,5.6
Flórida,Paraná,-23.0861312,-51.9540843,2025-05-12,24.2,15.6,5,2,0,0.0,24.3,14.6,19.5,96,35151.66,5.5
Formosa do Oeste,Paraná,-24.2966562,-53.312801,2025-05-10,25.4,17.4,93,15,0,2.3,27.0,18.2,10.9,218,34664.3,5.7
Formosa do Oeste,Paraná,-24.2966562,-53.312801,2025-05-11,24.5,15.4,0,0,0,0.0,26.0,14.7,11.5,138,36799.95,5.65
